2E4ECgxynthyQmYBLjpQYG.jpg,-0.416,faces1
2w5e2sYKW9txfcSyMRZkQC.jpg,-0.021,faces1
3FdgugnsPtvGkp9JaAwGFc.jpg,0.0,faces1
8uZsi9HoKZUEEk4T8aiTrJ.jpg,0.125,faces1
2D96bcg7aRbKssNKKFSnWd.jpg,0.116,faces1
2CW2z3tMKabJe7tpDiJKWR.jpg,-0.251,faces1
2auXTPShWpCPqrvGwaD3aU.jpg,0.578,faces1
5BtpS66YF2jFGW2ykEdZLh.jpg,-0.417,faces1
5RUAtKimi8EiPnCobzxsjY.jpg,0.095,faces1
4PoTxRd6AfKwdfFEZXkQvC.jpg,0.107,faces1
5PJGvesr7r5k4dvrFJ63q9.jpg,-0.228,faces1
5fFNhqcbR9vBG6VvYLoHCR.jpg,0.501,faces1
2K5xfdPxMbuBX7y42S5gd.jpg,0.224,faces1
4ASZ8aQRyJsHYuboVCNXCY.jpg,-0.166,faces1
7rk9NVXRDbnXjXcLp9F8PS.jpg,-0.114,faces1
3kgzKCrB589ys5QgXYbb7h.jpg,-0.049,faces1
7yQWww6HHHRi3NdR7gaJHc.jpg,0.138,faces1
7y6LaAF4NLAA6pDcoGQXtZ.jpg,-0.01,faces1
5RGVypDTW9Bu4KmFdCWYG.jpg,-0.108,faces1
3MEDnUD8tivcxc55LgiNab.jpg,-0.2,faces1
6wMRRwpuYX2KNWDTJBoYcQ.jpg,0.394,faces1
7BAqVzDiWhEYLibZMgNLYo.jpg,0.463,faces1
4jgmXWjfZUWmdMizzRcByM.jpg,-0.068,faces1
4MJ6VpRX2J9MooGSMgBNK5.jpg,0.134,faces1
3sM8NqmKvsxchZCHFKDX6S.jpg,0.345,faces1
4eaVYKuYp4LqfgX3KZteoJ.jpg,-0.374,faces1
5m54k2Mgk7KE9N4fMuu88i.jpg,-0.03,faces1
75UaWtqmUbakCWVFvoD5wA.jpg,-0.045,faces1
2pTmhmePfkeSmcpzj2eqmY.jpg,-0.416,faces1
4rDB6TK2ThgV5HuK5s9ivY.jpg,0.148,faces1
8kaUnzdc53iAx5Nb5giBoS.jpg,0.291,faces1
a5LebCTqeRVFLWgMXiSGij.jpg,-0.234,faces1
2Wr4mTDsPCZfggT6LJTeHD.jpg,-0.01,faces1
3e9XpQ6kdeeEni3KeRLYNA.jpg,-0.304,faces1
3VVEHNo6qmvswwBAbazZVd.jpg,-0.298,faces1
2yd4nvBLgPuy8hV52QiNyh.jpg,-0.171,faces1
4hfwWSQzNG4R4haQJeZUBG.jpg,0.23,faces1
3VcRwJpsEJapzEx6ZzRgpX.jpg,-0.041,faces1
5j82XkDP5AmVwS3kg6CrxC.jpg,-0.154,faces1
4mUn4yEd5bWdGo86u3hG9.jpg,-0.294,faces1
2jQ3QWNkgqyeyNbuKwaH3N.jpg,-0.114,faces1
6fpShvvy6YBTnG4EUHB3Kd.jpg,0.143,faces1
6JNvBi4h8RqcynJURkDjii.jpg,0.26,faces1
3oRucFR4CQqCgFSFh8CWwd.jpg,-0.104,faces1
2aqRrUMwGBiu2JpAESKe74.jpg,0.13,faces1
aNg3atwEcDCdU9NZGYjkkM.jpg,0.126,faces1
2crc6tQY2xWbUCuQmMT9sf.jpg,-0.182,faces1
2zZU3ibAzbuh9EwMbhjVyZ.jpg,-0.202,faces1
8s2YWieNTbDfM9N9vspsgX.jpg,-0.273,faces1
4iExHKwkF5voJar2CfVh5a.jpg,0.114,faces1
788ufsrykroZJhddYr2ZBn.jpg,-0.017,faces1
A4UxBznnPVQPPQY3u44N4a.jpg,-0.38,faces1
6ixfSes99i2quM6khetemK.jpg,0.271,faces1
4bRGjEd2T6PtqbLuKFhWRo.jpg,-0.067,faces1
agULhvtytXaiBdyAJ5inQb.jpg,0.075,faces1
2ErkKtvj8rvDqMfPz9tjvh.jpg,-0.006,faces1
2tBL5o3VUkvkc3xMP6t7BR.jpg,0.218,faces1
2kAFKZ987EQ55mnGZbQiXn.jpg,-0.169,faces1
3s3CfKwNtS7kSVoFZ8b3mf.jpg,0.3,faces1
2zycp5McCwTL7vuPGB7Amk.jpg,-0.319,faces1
2TMX4FPpG4xadJG5dqAEi3.jpg,0.209,faces1
46LCRWf23bikv65urbjCG9.jpg,-0.036,faces1
6HmLKdsZr4BNjtG6z9o86i.jpg,-0.08,faces1
3mmkGViPJ5jVVVjhzfz4eL.jpg,0.294,faces1
4zPPCUgCrNgcLmiWqB9Qvk.jpg,-0.132,faces1
5TokGc7m9VNVLAvGdzoqpL.jpg,-0.013,faces1
8UZpa84fnz7MhdyWrWG7F7.jpg,0.107,faces1
83jzUbbFA7uahx5r8XVm6e.jpg,-0.193,faces1
4ER52tLqKy4jB2zGYFzqjT.jpg,0.149,faces1
aADRcRceGT34SrQDFBhxcn.jpg,0.164,faces1
92HcpDtqpxFPzmArj9rCyT.jpg,0.241,faces1
4HrtvbKtrk7Ct5Zyrzvp7g.jpg,0.051,faces1
4kQC8i5r4WVB8hRYVBGHXH.jpg,-0.116,faces1
4Mv25t6bQtBTj5oYLusBTU.jpg,0.004,faces1
5YA8xxqczvw4G9EFia5828.jpg,0.326,faces1
5gXucSXZBKnMSBFDkq5zNR.jpg,-0.392,faces1
AajchoQRttXwFPPon8X9LX.jpg,0.317,faces1
92vjaJuoEHfxxxNzBMiGFP.jpg,0.551,faces1
84fRYozfHZEJd4ACR27NH.jpg,-0.236,faces1
989o92qNfwDXT5EfEji2ub.jpg,-0.135,faces1
94iBev7SPaNzjkeUP7DvqD.jpg,0.286,faces1
86Q2VDdxCo49egRpWSbqpP.jpg,0.126,faces1
2bgfjSNQPcDUDVMzwwyHgh.jpg,0.129,faces1
74uYFByUC2cdV36cyLMMqZ.jpg,-0.42,faces1
2YcfwjDtrAaywmV2SzVdkL.jpg,-0.333,faces1
5WJRynCW4aeZtfu2xTHguJ.jpg,-0.053,faces1
amrNb4yLVsPoxSN4AsD2CE.jpg,-0.208,faces1
8z6zMhPH8CjKGLGncaMbrN.jpg,0.138,faces1
4SpbgQk7toTSBpg2Q5xsdE.jpg,-0.325,faces1
3g6FRyA7U3gLjbGots6Nym.jpg,0.018,faces1
3Zcdnhrwtp6XJZbh7yZer3.jpg,0.063,faces1
8a3jorR6iFD9LbNoASNc9g.jpg,0.277,faces1
5HErSQPghX8KrfBa3u2Fsc.jpg,0.077,faces1
3gbdgzpLV4Lrfuo7saCF9U.jpg,0.102,faces1
5kgzH4dPZdEfNcLmNPCniX.jpg,-0.148,faces1
5TZ6NhimGhZF5t3jgvW4GT.jpg,0.084,faces1
6iRbNNzayac2scFgXtwukj.jpg,0.02,faces1
9nSRujEcz3LYAJmonkjim7.jpg,0.155,faces1
4USMcbKy24yYEMrDdFwoMd.jpg,-0.157,faces1
67KJ7Xb9jP6EEESzuv3wF8.jpg,0.342,faces1
6cBrErdwLptrmayvFcKuaT.jpg,0.184,faces1
78bwQxuEB5wzaWM48qpWRb.jpg,-0.376,faces1
2oNLYsXBVShqUFTSDTAUUR.jpg,0.095,faces1
